srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
405,2013-02-05 03:19:22,5,98,,,219,121935,3,4.5,1,1.79,0.0001,4.98,20,140.0,0,18774,7,40,1,1,2,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
405,2013-02-05 03:19:22,5,98,,,219,121975,3,4.5,1,4.7,0.1787,5.15,6,213.0,0,18774,7,40,1,1,2,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
405,2013-02-05 03:19:22,5,98,,,219,128150,3,5.0,1,2.3,0.0018,5.07,8,179.0,0,18774,7,40,1,1,2,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0
405,2013-02-05 03:19:22,5,98,,,219,132431,2,4.5,1,2.3,0.0019,4.86,12,169.0,0,18774,7,40,1,1,2,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,4464,5,4.5,0,4.39,0.0103,5.87,12,239.0,1,6678,2,19,2,0,1,1,,769.44,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,12546,5,5.0,1,3.5,0.0251,5.94,3,256.0,1,6678,2,19,2,0,1,1,,768.6,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,13940,3,4.0,1,0.69,0.0098,4.67,24,76.0,0,6678,2,19,2,0,1,1,,770.99,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,19940,5,4.5,1,5.01,0.0755,5.86,2,300.0,1,6678,2,19,2,0,1,1,,770.39,0,,,,,,,,,,,,,-1.0,0.0,10.0,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,29750,3,4.0,1,3.5,0.0251,5.09,19,108.0,1,6678,2,19,2,0,1,1,,768.6,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,5.0,1.0,0.0,5.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,33301,4,4.0,1,4.84,0.0966,5.31,8,173.0,0,6678,2,19,2,0,1,1,,770.69,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,21.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,33542,3,4.5,1,4.84,0.0933,5.0,6,166.0,1,6678,2,19,2,0,1,1,,770.68,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,46843,4,4.5,0,5.0,0.0366,5.14,13,199.0,0,6678,2,19,2,0,1,1,,770.26,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,46961,5,4.5,0,5.0,0.0663,5.66,1,245.0,1,6678,2,19,2,0,1,1,,770.33,0,,,,,,,,,,,,,0.0,0.0,11.0,1.0,0.0,5.0,0.0,0.0,6.0,,,,1,534.61,1
507,2013-03-31 15:52:29,5,32,,,4,55614,4,4.5,0,1.39,0.008,5.21,29,105.0,1,6678,2,19,2,0,1,1,,764.15,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,56511,4,4.5,0,4.09,0.0192,5.3,22,94.0,0,6678,2,19,2,0,1,1,,769.26,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,58289,4,3.5,0,5.0,0.0801,5.16,20,164.0,1,6678,2,19,2,0,1,1,,770.51,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,58810,4,4.5,1,4.88,0.0423,5.65,18,314.0,0,6678,2,19,2,0,1,1,,770.64,0,,,,,,,,,,,,,0.0,0.0,51.0,,,,-1.0,0.0,5.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,61201,4,4.5,0,0.69,0.004,4.87,33,98.0,1,6678,2,19,2,0,1,1,,768.21,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,1.0,0.0,43.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,62274,3,4.0,1,4.92,0.035,5.04,34,160.0,0,6678,2,19,2,0,1,1,,770.79,0,,,,,,,,,,,,,0.0,0.0,15.0,,,,1.0,0.0,8.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,65750,4,4.5,1,4.43,0.0385,5.43,7,144.0,0,6678,2,19,2,0,1,1,,770.69,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,75098,4,4.0,0,5.01,0.0224,5.22,31,179.0,1,6678,2,19,2,0,1,1,,769.97,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,76639,4,4.5,1,4.65,0.0313,5.29,14,181.0,0,6678,2,19,2,0,1,1,,769.76,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,79947,4,4.0,1,4.43,0.0265,5.02,15,88.0,0,6678,2,19,2,0,1,1,,769.6,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,14.0,1.0,0.0,14.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,88202,4,4.5,0,4.68,0.0235,5.26,16,184.0,1,6678,2,19,2,0,1,1,,770.56,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,91040,4,4.5,1,0.69,0.0131,4.82,27,92.0,0,6678,2,19,2,0,1,1,,769.3,0,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,,-1.0,0.0,6.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,97980,5,4.5,1,1.61,0.0069,5.28,25,140.0,0,6678,2,19,2,0,1,1,,767.17,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,2.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,99017,3,4.5,1,4.63,0.0292,5.1,36,174.0,1,6678,2,19,2,0,1,1,,771.27,0,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,104864,4,4.0,0,5.02,0.0243,5.33,4,158.0,1,6678,2,19,2,0,1,1,,770.0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,118293,4,4.5,1,1.39,0.0056,4.96,28,70.0,1,6678,2,19,2,0,1,1,,773.51,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,120880,3,4.0,0,4.55,0.0185,4.93,26,88.0,0,6678,2,19,2,0,1,1,,769.62,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,121354,3,4.0,0,4.81,0.0943,4.9,30,140.0,1,6678,2,19,2,0,1,1,,770.77,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,139.0,0.0,0.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,127015,4,3.5,0,4.04,0.0295,4.97,35,109.0,1,6678,2,19,2,0,1,1,,769.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,129304,5,4.5,1,4.75,0.0377,5.71,10,229.0,0,6678,2,19,2,0,1,1,,770.07,0,,,,,,,,,,,,,1.0,0.0,5.0,0.0,0.0,,-1.0,0.0,2.0,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,137530,4,4.5,0,3.64,0.0201,5.37,9,166.0,0,6678,2,19,2,0,1,1,,769.42,0,,,,,,,,,,,,,0.0,1.0,,,1.0,,,1.0,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,138694,3,4.0,0,5.02,0.0247,5.1,21,121.0,1,6678,2,19,2,0,1,1,,770.0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
507,2013-03-31 15:52:29,5,32,,,4,138981,3,4.5,1,4.74,0.0452,4.97,32,187.0,1,6678,2,19,2,0,1,1,,771.0,0,,,,,,,,,,,,,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,2.0,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,6997,3,4.5,1,1.1,,4.96,22,99.0,0,1112,1,2,2,0,1,1,,151.59,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,12479,3,4.0,1,1.79,,4.79,14,100.0,0,1112,1,2,2,0,1,1,,147.28,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,13973,3,4.5,1,1.39,,4.74,18,99.0,0,1112,1,2,2,0,1,1,,147.03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,15251,3,4.5,1,1.61,,4.97,8,109.0,1,1112,1,2,2,0,1,1,,151.75,0,,,,,,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,18221,3,4.5,1,1.39,,4.8,16,99.0,0,1112,1,2,2,0,1,1,,147.31,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,19938,3,4.0,1,1.95,,4.88,6,89.0,0,1112,1,2,2,0,1,1,,147.87,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,98.8,1
724,2013-03-20 11:40:34,5,219,,,219,25511,0,2.5,0,0.0,,4.37,38,55.0,0,1112,1,2,2,0,1,1,,148.12,0,,,,,,,1.0,0.0,10.0,,,,,,,,,,,,,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,40728,0,3.0,1,0.0,,4.0,35,53.0,0,1112,1,2,2,0,1,1,,149.95,0,,,,1.0,0.0,10.0,1.0,0.0,10.0,,,,,,,,,,,,,1.0,0.0,9.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,43594,3,3.5,1,0.69,,4.51,10,71.0,1,1112,1,2,2,0,1,1,,149.1,0,,,,-1.0,0.0,3.0,,1.0,,,,,,,,,,,,,,-1.0,0.0,3.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,44163,3,4.0,1,1.39,,4.76,32,95.0,0,1112,1,2,2,0,1,1,,152.19,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,6.0,,,,,,,-1.0,0.0,6.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,52899,3,0.0,1,1.1,,4.59,34,200.0,0,1112,1,2,2,0,1,1,,163.96,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,53057,3,4.5,1,1.39,,4.59,21,99.0,0,1112,1,2,2,0,1,1,,147.32,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,54172,3,3.5,1,1.79,,4.42,9,66.0,0,1112,1,2,2,0,1,1,,147.41,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,67867,2,4.0,1,1.1,,4.45,28,65.0,1,1112,1,2,2,0,1,1,,163.56,0,,,,-1.0,0.0,3.0,-1.0,0.0,3.0,,,,1.0,0.0,25.0,,,,,,,-1.0,0.0,3.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,73823,3,4.5,1,1.39,,5.01,13,99.0,0,1112,1,2,2,0,1,1,,147.31,0,,,,,,,-1.0,0.0,9.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,75954,3,4.5,1,1.61,,4.96,7,109.0,0,1112,1,2,2,0,1,1,,147.33,0,,,,1.0,0.0,91.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,77306,3,4.5,1,0.69,,4.59,3,109.0,0,1112,1,2,2,0,1,1,,146.99,0,,,,0.0,0.0,,,1.0,,,,,-1.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,78200,3,3.5,1,0.0,,4.57,29,94.0,0,1112,1,2,2,0,1,1,,144.58,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,81855,2,3.5,1,0.69,,4.67,24,81.0,0,1112,1,2,2,0,1,1,,149.79,0,,,,0.0,0.0,7.0,-1.0,0.0,12.0,,,,1.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,86375,3,4.5,1,0.0,,4.69,20,92.0,0,1112,1,2,2,0,1,1,,155.43,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,89258,4,3.0,1,0.0,,4.41,33,170.0,0,1112,1,2,2,0,1,1,,166.8,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,97132,3,4.0,1,1.79,,4.59,15,99.0,0,1112,1,2,2,0,1,1,,146.74,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,103898,0,5.0,0,2.08,,4.37,36,170.0,0,1112,1,2,2,0,1,1,,147.69,0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,2.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,105910,3,3.5,1,1.95,,4.4,31,71.0,0,1112,1,2,2,0,1,1,,153.39,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,109270,3,4.5,1,1.39,,4.6,19,89.0,0,1112,1,2,2,0,1,1,,152.25,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,115617,3,3.0,1,0.0,,4.65,4,99.0,0,1112,1,2,2,0,1,1,,148.21,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,123469,2,3.0,0,1.1,,4.36,26,65.0,0,1112,1,2,2,0,1,1,,150.34,0,,,,0.0,0.0,11.0,,1.0,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,126656,0,4.5,1,0.69,0.503,4.65,2,162.0,0,1112,1,2,2,0,1,1,,150.62,0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,128605,2,3.5,1,1.39,,4.48,27,95.0,1,1112,1,2,2,0,1,1,,163.76,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,129044,3,3.5,1,0.0,,4.47,12,60.0,0,1112,1,2,2,0,1,1,,148.33,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,129083,2,3.0,1,1.39,,4.38,25,69.0,1,1112,1,2,2,0,1,1,,152.64,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,28.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,138061,2,4.0,1,1.1,,4.5,30,79.0,0,1112,1,2,2,0,1,1,,152.4,0,,,,0.0,0.0,,-1.0,0.0,10.0,,,,,,,,,,,,,0.0,0.0,,0,,0
724,2013-03-20 11:40:34,5,219,,,219,138376,0,4.0,1,1.39,,4.46,37,81.0,0,1112,1,2,2,0,1,1,,163.76,0,,,,-1.0,0.0,4.0,-1.0,0.0,4.0,,,,,,,,,,,,,-1.0,0.0,5.0,0,,0
724,2013-03-20 11:40:34,5,219,,,219,139713,2,3.0,1,0.69,0.49700000000000005,4.38,1,50.0,0,1112,1,2,2,0,1,1,,150.81,0,,,,0.0,0.0,,,1.0,,,,,1.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0
1356,2013-04-26 12:25:03,5,219,,,219,1267,2,4.0,1,1.1,,5.02,7,125.0,0,4562,1,8,2,0,1,1,,222.16,1,,,,0.0,0.0,5.0,,,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,5.0,0,,0
1356,2013-04-26 12:25:03,5,219,,,219,10044,3,3.0,1,1.61,0.0004,4.89,8,115.0,0,4562,1,8,2,0,1,1,,214.73,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1356,2013-04-26 12:25:03,5,219,,,219,10608,2,3.0,1,2.08,,4.86,10,109.0,1,4562,1,8,2,0,1,1,,224.84,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,2.0,0,,0
1356,2013-04-26 12:25:03,5,219,,,219,15724,2,4.0,1,0.69,0.001,4.98,31,118.0,1,4562,1,8,2,0,1,1,,211.07,1,,,,1.0,0.0,17.0,1.0,0.0,17.0,1.0,0.0,17.0,1.0,0.0,17.0,,,,,,,1.0,0.0,17.0,1,,0
1356,2013-04-26 12:25:03,5,219,,,219,19826,3,4.0,1,1.79,0.0009,4.94,9,116.0,0,4562,1,8,2,0,1,1,,214.86,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1356,2013-04-26 12:25:03,5,219,,,219,26007,2,3.5,1,2.3,,4.78,25,106.0,0,4562,1,8,2,0,1,1,,225.07,1,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,-1.0,0.0,4.0,0,,0
